Perusahaan,Posisi,kategori_posisi,kota,gaji_angka,list_skill,pendidikan_clean,jenis_clean
"Asiacruit BPO, Inc",Applied AI Delivery Manager,Data / AI,Jakarta Barat,29000000.0,['machine learning'],S1,full time
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Fullstack Developer - Banking Industry (English Speaker),Fullstack Engineer,Jakarta Raya,,"['go', 'golang', 'java', 'javascript', 'networking', 'python', 'react', 'typescript']",Tidak Disebutkan,kontrak/temporer
PT Kode Evolusi Bangsa,React Native Developer,Frontend Engineer,DI Yogyakarta(Jarak jauh),4250000.0,"['react', 'react native']",Tidak Disebutkan,kontrak/temporer
PT INDONESIA AIRAWATA FINANCE,Tech Lead Engineer,Other,Jakarta Raya,,"['aws', 'go', 'java', 'kubernetes', 'node.js', 'terraform']",S1,full time
PT. HAND Solutions Indonesia,NetSuite Functional Consultant,Frontend Engineer,Jakarta Pusat,,[],S1,full time
(2124) PT IBM Delivery Indonesia,Associate Package Consultant-SAP HANA FIN CO,Security / Cybersecurity,Jakarta Raya,,[],Tidak Disebutkan,full time
PT SoftwareONE Indonesia,Data & AI Presales Consultant (Indonesia),Data / AI,Jakarta Raya,,"['agile', 'aws', 'python', 'sql']",Diploma,full time
Tridorian,Internship Data Engineer - (FRESH GRADUATES),Data / AI,Jakarta Raya(Hibrid),,"['aws', 'azure', 'java', 'python', 'sql']",Tidak Disebutkan,full time
PT Inti Solid Solusindo,Live Host,Other,Jakarta Raya(Hibrid),4625000.0,[],Tidak Disebutkan,full time
TSP The Software Practice,System Architect,Other,Bandung,,"['.net', 'aws', 'azure', 'go', 'networking']",S1,full time
PT Intikom Berlian Mustika - Talent Acquisition,iOS Developer,Mobile Developer,Jakarta Raya,13500000.0,"['git', 'ios', 'swift']",Tidak Disebutkan,kontrak/temporer
PT. HAND Solutions Indonesia,SAP Technical Consultant,ERP / SAP / Odoo / Dynamics,Jakarta Pusat,,[],S1,full time
PT Nityo Infotech,L2 Support Engineer - Korean Speaking,Support / Helpdesk / IT Ops,Jakarta Pusat,21500000.0,"['aws', 'azure', 'cybersecurity', 'linux', 'networking']",Tidak Disebutkan,kontrak/temporer
SAP,Solution Sales Lead - SAP Finance and Spend Management,ERP / SAP / Odoo / Dynamics,Jakarta Raya(Hibrid),,"['c', 'go']",S1,full time
PT AJAIB TTX Solusi (jakarta),Senior Software Development Engineer in Test,Other,Jakarta Raya,,"['java', 'javascript', 'jenkins', 'python', 'typescript']",S1,full time
PT Mid Solusi Nusantara (MEKARI),Lead AI Engineer,Data / AI,Jakarta Raya,,"['machine learning', 'python', 'sql']",Tidak Disebutkan,full time
WireHire,Full Stack Engineer,Fullstack Engineer,Jakarta Raya,,"['agile', 'aws', 'azure', 'css', 'docker', 'javascript', 'machine learning', 'node.js', 'postgresql', 'python', 'react', 'redis']",Tidak Disebutkan,full time
PT Nityo Infotech,SAP WM and MM Implementation,ERP / SAP / Odoo / Dynamics,Jakarta Pusat,27500000.0,"['agile', 'go']",S1,full time
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Mobile Developer iOS - Banking Industry,Mobile Developer,Jakarta Pusat,12625000.0,"['agile', 'c', 'ios', 'swift', 'ui/ux']",S1,kontrak/temporer
PT Revo Solusindo,Account Manager,Sales / Presales / Solution,Jakarta Raya,,['networking'],S1,kontrak/temporer
Metro Hospitals Group,"Required Senior / Junior Residents (CCU, ICU, Wards)",Frontend Engineer,Jakarta Raya,,[],Tidak Disebutkan,full time
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Fullstack Developer,Fullstack Engineer,Jakarta Raya,,"['angular', 'java', 'javascript', 'mysql', 'oracle', 'react', 'spring boot']",Tidak Disebutkan,kontrak/temporer
PT Nityo Infotech,SAP S/4HANA FI/CO Implementation,ERP / SAP / Odoo / Dynamics,Jakarta Pusat,24000000.0,['go'],Tidak Disebutkan,full time
PT Global Yimi Cargo (J&T Cargo),Outlet Support Specialist (Mandarin Speaker),Support / Helpdesk / IT Ops,Jakarta Utara,,[],S1,full time
SAP,Principal Enterprise Architect-RISE-Indonesia,ERP / SAP / Odoo / Dynamics,Jakarta Raya(Hibrid),,['c'],Tidak Disebutkan,full time
BINAR's Partner,[G04] Cloud Engineer,DevOps / Cloud / SRE,Jakarta Raya,,"['aws', 'azure', 'docker', 'git', 'google cloud', 'kubernetes', 'linux', 'networking', 'python', 'terraform']",Tidak Disebutkan,full time
PT Mid Solusi Nusantara (MEKARI),Activation Specialist (Financial Service),Other,Jakarta Raya(Hibrid),,[],S1,full time
PT Indocyber Global Teknologi,Android Developer,Mobile Developer,Jakarta Raya,,"['android', 'git', 'java', 'kotlin']",S1,kontrak/temporer
PT.KSI,IT Senior Sales,Sales / Presales / Solution,Jakarta Raya,,[],S1,kontrak/temporer
Technology Solutions,Commercial Systems - Platform Adoption Lead,Other,Jakarta Raya,,[],S1,full time
WireHire,Team Leader Technical Consultant - IT Solution - FSI,Sales / Presales / Solution,Jakarta Raya,,[],S1,full time
PT Sea Group,Product Management (S&R&A&C - Regional Trust & Safety) - Sea Labs,Other,Jakarta Raya,,[],Tidak Disebutkan,full time
PT Platinumetrix Global Inovasi,SAP ABAP,ERP / SAP / Odoo / Dynamics,Jakarta Raya,17500000.0,[],S1,kontrak/temporer
Mercure,Admin Loker Hotelier,Other,Tangerang District,,[],Tidak Disebutkan,full time
PT. HAND Solutions Indonesia,Java Developer  (Mandarin Skill),Backend Engineer,Jakarta Raya,,"['java', 'mysql', 'oracle']",Tidak Disebutkan,full time
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),(Automotive) Functional Consultant SAP Modul Presales,ERP / SAP / Odoo / Dynamics,Jakarta Utara,10750000.0,[],S1,kontrak/temporer
PT Jola Mitra Utama Semarang,Lowongan Kerja D365 F&O Consultant Retail,Sales / Presales / Solution,Surabaya,,"['agile', 'jira', 'scrum']",S1,"full time, kontrak/temporer"
Pengiklan Anonim,Senior Kubernetes & Cloud Engineering Lead,DevOps / Cloud / SRE,Jakarta Raya(Jarak jauh),85000.0,"['aws', 'azure', 'kubernetes', 'oracle']",Tidak Disebutkan,paruh waktu
Feedloop AI,Automation Engineer,Other,Jakarta Pusat,5563318.0,['python'],Tidak Disebutkan,kontrak/temporer
MITRA SISTEM HOTEL,Senior Tech Lead / Software Architect (SaaS Hospitality System),Other,Depok,,"['aws', 'postgresql', 'redis', 'typescript', 'ui/ux']",Tidak Disebutkan,full time
ABeam Consulting Indonesia,SAP SuccessFactors Manager,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,[],S1,full time
PT GTech Digital Asia,Senior Backend Developer | Java Specialist,Backend Engineer,Tangerang District,,"['docker', 'git', 'java', 'mysql', 'oracle', 'postgresql', 'spring boot']",S1,full time
Pengiklan Anonim,Senior Product Manager (SaaS Hospitality System),Product / Project / Scrum,Depok,,"['agile', 'ui/ux']",Tidak Disebutkan,full time
ABeam Consulting Indonesia,SAP SuccessFactors Consultant,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,[],S1,full time
Cermati Fintech Group,Product Apprentice Program,Other,Jakarta Raya,,[],S1,kontrak/temporer
Lign,Senior Fullstack / Backend Engineer,Backend Engineer,Jakarta Raya,,"['go', 'java', 'python', 'terraform', 'typescript']",Tidak Disebutkan,full time
Widya Analytic,Odoo Developer,ERP / SAP / Odoo / Dynamics,Sleman,,"['postgresql', 'python']",Diploma,full time
PT SoftwareONE Indonesia,Presales Solution Architect - Security,Security / Cybersecurity,Jakarta Raya,,['cybersecurity'],Diploma,full time
PT MASTERBLOCK INDONESIA,Sales Engineer,Sales / Presales / Solution,South Tangerang,,['c'],S1,full time
PT AJAIB TTX Solusi (jakarta),Senior Product Manager - Investment,Product / Project / Scrum,Jakarta Raya,,[],S1,full time
ABeam Consulting Indonesia,SAP SuccessFactors Associate Manager,Security / Cybersecurity,Jakarta Raya,,[],S1,full time
PT FOCUS SOLUSI INFOTAMA,Team Leader CyberSecurity,Security / Cybersecurity,Jakarta Barat,12500000.0,['penetration testing'],S1,full time
PT Lentera Bangsa Benderang,DevSecOps Engineer,Other,Jakarta Selatan,15000000.0,"['aws', 'jenkins', 'kubernetes', 'penetration testing', 'terraform']",Tidak Disebutkan,full time
EY,Azure Cloud & AI Senior Consultant,Data / AI,Jakarta Raya,,['azure'],S1,full time
PT Avows Technologies,DevOps Engineer,DevOps / Cloud / SRE,Jakarta Raya,9500000.0,"['.net', 'aws', 'docker', 'java', 'jenkins', 'kubernetes', 'linux', 'mysql', 'node.js', 'postgresql']",Tidak Disebutkan,kontrak/temporer
Vida,Site Reliability Engineer (SRE) Lead,DevOps / Cloud / SRE,Jakarta Raya,,"['docker', 'kubernetes', 'linux', 'networking', 'tcp/ip', 'terraform']",S1,full time
PT Indocyber Global Teknologi,iOS Developer,Mobile Developer,Jakarta Raya,,"['c', 'git', 'ios', 'swift']",S1,kontrak/temporer
PT Accord Innovations Indonesia,ServiceNow Integration Specialist,Other,Jakarta Raya,22500000.0,"['css', 'html', 'javascript']",Tidak Disebutkan,full time
PT. RAJAWALI PRISMA TEKNOLOGI,Account Executive,Other,Jakarta Timur,5000000.0,['networking'],Tidak Disebutkan,full time
PT Global Service Indonesia,SAP SM Functional - GSI,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,['go'],Tidak Disebutkan,full time
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),SAP SM - Automotive Industry,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,[],S1,full time
ABeam Consulting Indonesia,SAP PP Senior Consultant,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,[],S1,full time
PT. HAND Solutions Indonesia,Oracle Technical Consultant (Senior),ERP / SAP / Odoo / Dynamics,Jakarta Pusat,,['oracle'],S1,full time
GriyaNet Indonesia,Senior Backend Developer,Backend Engineer,Malang,,"['aws', 'azure', 'docker', 'git', 'kubernetes', 'laravel', 'mysql', 'node.js', 'oracle', 'php', 'postgresql', 'sql']",S1,full time
PT Avows Technologies,SAP SM,ERP / SAP / Odoo / Dynamics,Jakarta Utara,12500000.0,[],Tidak Disebutkan,kontrak/temporer
Pro Sigmaka,DevOps Engineer,DevOps / Cloud / SRE,Jakarta Raya,,"['aws', 'kubernetes', 'terraform']",Tidak Disebutkan,kontrak/temporer
WireHire,CRM Administrator,Other,Jakarta Raya,,[],Tidak Disebutkan,full time
PT Pemindo Mitra Sinergi,Teknisi Servis,Other,Depok,,['networking'],Tidak Disebutkan,full time
PT IDStar Cipta Teknologi,Microsoft Engineer,Other,Jakarta Raya,,['cybersecurity'],Tidak Disebutkan,full time
PT Bumi Amartha Teknologi Mandiri,Senior AI Developer,Data / AI,Tangerang District,,"['agile', 'docker', 'kubernetes', 'python', 'scrum']",S1,kontrak/temporer
Widya Analytic,Odoo Developer,ERP / SAP / Odoo / Dynamics,Sleman,6875000.0,"['agile', 'javascript', 'postgresql', 'python']",Tidak Disebutkan,full time
Dkatalis Labs,Senior Product Manager - Internal Platforms & Enablement,Product / Project / Scrum,Jakarta Raya,,[],Tidak Disebutkan,full time
PT Intrias Mandiri Sejati,RPA / Automation Developer,Other,Jakarta Selatan,5700000.0,[],S1,kontrak/temporer
PT BDO Bisnis Solusi Indonesia,Associate Consultant,Security / Cybersecurity,Jakarta Raya,,[],S1,full time
EY,TC - SOC Cybersecurity Consultant Manager,Security / Cybersecurity,Jakarta Raya,,"['cybersecurity', 'iot']",S1,full time
PT Stimulink,Lowongan Kerja Software Development Engineer / Programmer,Other,Jakarta Raya,,"['agile', 'c', 'c#', 'git', 'java', 'linux']",S1,full time
PT Bahana Inovasi Adikarya,Programmer Staff Mid-Senior,Other,Jakarta Selatan,,"['.net', 'c', 'c#', 'css', 'html', 'java', 'javascript']",S1,full time
PT Lingkar Niaga Solusindo,Engineering Manager,Other,Jakarta Raya,,"['agile', 'angular', 'django', 'go', 'javascript', 'laravel', 'node.js', 'php', 'python', 'react', 'ruby', 'vue']",S1,full time
Gefami Services Indonesia,Outsystems Developer,Other,Jakarta Raya,,[],S1,kontrak/temporer
ABeam Consulting Indonesia,SAP ABAP/ Technical Senior Consultant,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,['javascript'],S1,full time
PT Accord Innovations Indonesia,ServiceNow Developer,Other,Jakarta Raya,22500000.0,['go'],Tidak Disebutkan,full time
PT. Elabram Systems,DevOps Engineer,DevOps / Cloud / SRE,Jakarta Raya,,"['agile', 'angular', 'docker', 'java', 'jenkins', 'kubernetes', 'networking', 'php', 'python', 'react', 'scrum', 'terraform']",S1,kontrak/temporer
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),SAP SD Consultant,ERP / SAP / Odoo / Dynamics,Jakarta Raya,15000000.0,[],Tidak Disebutkan,kontrak/temporer
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Fullstack Developer (Springboot React Angular),Backend Engineer,Jakarta Barat,7500000.0,"['angular', 'java', 'javascript', 'mysql', 'oracle', 'react']",Tidak Disebutkan,kontrak/temporer
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Backend Developer Java Springboot for Insurance Industry,Backend Engineer,Jakarta Selatan,11000000.0,"['docker', 'git', 'java', 'jenkins', 'kubernetes', 'mysql', 'postgresql', 'spring boot']",S1,kontrak/temporer
Sales,"Manager, Value Creation - Telco",Other,Jakarta Raya,,['go'],Tidak Disebutkan,full time
PT FOCUS SOLUSI INFOTAMA,Team Leader CyberSecurity,Security / Cybersecurity,Jakarta Utara,12500000.0,['penetration testing'],S1,full time
PT Eka Mas Republik,CME Design Engineer,Other,Tangerang,,[],Diploma,full time
Cermati Fintech Group,Lead Data Engineer,Data / AI,Jakarta Raya(Hibrid),,"['big data', 'hadoop', 'java', 'machine learning', 'pandas', 'python', 'redis', 'spark', 'tensorflow']",S1,full time
PT 360 TEKNOLOGI INDONESIA,Junior .Net Developer,Other,Jakarta Raya,6000000.0,"['.net', 'c', 'c#', 'git']",S1,kontrak/temporer
ABeam Consulting Indonesia,(Talent Pool) IT Management Consultant Manager,Sales / Presales / Solution,Jakarta Raya,,[],Tidak Disebutkan,"full time, kontrak/temporer"
PT Integra Solusi Mandiri,SAP Technical BASIS,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,[],S1,full time
PT Avows Technologies,SAP SD,ERP / SAP / Odoo / Dynamics,Jakarta Utara,12500000.0,['go'],Tidak Disebutkan,kontrak/temporer
ABeam Consulting Indonesia,Delivery Head of Data Management & Analytics,Data / AI,Jakarta Raya,,[],Tidak Disebutkan,full time
PT Sea Group,"(Senior/Expert) System Devops Engineer, Infrastructure",DevOps / Cloud / SRE,Jakarta Raya,,"['angular', 'css', 'flask', 'html', 'javascript', 'node.js', 'python', 'react', 'vue']",Tidak Disebutkan,full time
Whitefox,Senior Software Engineer,Other,Jakarta Raya(Jarak jauh),44500000.0,"['agile', 'aws', 'azure', 'python']",S1,full time
PT DIGITAL NAYAKA ABHINAYA,IT Account Executive,Other,Bekasi,,['networking'],Diploma,full time
SAP,"Senior Enterprise Architect-RISE (Hiring in Jakarta, Bangkok, and Singapore)",ERP / SAP / Odoo / Dynamics,Jakarta Raya(Hibrid),,[],Tidak Disebutkan,full time
TSP The Software Practice,DevOps Engineer,DevOps / Cloud / SRE,Bandung,,"['aws', 'azure', 'docker', 'jenkins', 'linux', 'terraform']",S1,full time
PT Samsung Electronics Indonesia,B2B Enterprise Tech Support (ETS) Support Account Manager,ERP / SAP / Odoo / Dynamics,Jakarta Raya(Hibrid),,"['android', 'c']",S1,kontrak/temporer
Widya Analytic,Senior Odoo Developers,ERP / SAP / Odoo / Dynamics,DI Yogyakarta,11250000.0,"['javascript', 'python']",Tidak Disebutkan,full time
PT Mid Solusi Nusantara (MEKARI),Growth Marketing Specialist,Other,Jakarta Raya(Hibrid),,['sql'],Tidak Disebutkan,full time
PT Fliptech Lentera Inspirasi Pertiwi,Staff Software Engineer,Other,Jakarta Raya,,[],Tidak Disebutkan,full time
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Senior Scrum Master - 3 Month Project & Extendable,Product / Project / Scrum,Jakarta Raya,,"['agile', 'scrum']",S1,kontrak/temporer
BINAR's Partner,[G02] Devops,DevOps / Cloud / SRE,Jakarta Raya,,"['aws', 'azure', 'docker', 'git', 'google cloud', 'jenkins', 'kubernetes', 'linux', 'terraform']",Tidak Disebutkan,full time
PT. Elabram Systems,Solution Architect,Other,Jakarta Raya,,"['agile', 'aws', 'scrum']",S1,kontrak/temporer
ABeam Consulting Indonesia,(Talent Pool) Digital Solution Architect Associate Manager,Security / Cybersecurity,Jakarta Raya,,['iot'],Tidak Disebutkan,"full time, kontrak/temporer"
PT AJAIB TTX Solusi (jakarta),Senior DevOps Engineer / SRE,DevOps / Cloud / SRE,Jakarta Raya,,"['aws', 'azure', 'docker', 'jenkins', 'kubernetes', 'networking', 'terraform']",Tidak Disebutkan,full time
Qode,Senior Odoo Developer (Apache Airflow),ERP / SAP / Odoo / Dynamics,Jakarta Raya,,"['docker', 'git', 'mysql', 'postgresql', 'python', 'sql']",S1,kontrak/temporer
SYSTEM INFORMASI,Sales,Sales / Presales / Solution,Jakarta Barat,,[],Diploma,paruh waktu
PT Mid Solusi Nusantara (MEKARI),Senior Software Engineer I - Frontend,Frontend Engineer,Jakarta Raya,,"['agile', 'javascript', 'ruby', 'scrum']",Tidak Disebutkan,full time
Indodana,Software Engineer In Test Automation Testing,QA / Tester,Jakarta Raya,,"['agile', 'android', 'git', 'java', 'javascript', 'jira', 'linux', 'python', 'ruby']",Tidak Disebutkan,full time
PT Lingkar Niaga Solusindo,Finance System Executive,Other,Jakarta Raya,,"['html', 'javascript', 'oracle']",Tidak Disebutkan,full time
ABeam Consulting Indonesia,Blue Prism RPA Developer (Indonesia),Other,Jakarta Raya,,['agile'],Tidak Disebutkan,full time
PT Lingkar Niaga Solusindo,AI Prompt Engineer,Data / AI,Jakarta Raya,,"['go', 'git', 'python', 'sql']",Tidak Disebutkan,full time
WireHire,Sales Manager Mandarin Speaker - Technology Solutions,Sales / Presales / Solution,Jakarta Raya,,['cybersecurity'],Tidak Disebutkan,full time
PT IBM Indonesia,Senior AWS Dev Ops Engineer,DevOps / Cloud / SRE,Jakarta Raya(Jarak jauh),,"['aws', 'networking', 'python', 'terraform']",Tidak Disebutkan,full time
PT GITS Indonesia,iOS Developer (Project Based),Mobile Developer,Jakarta Pusat,,"['c', 'ios', 'swift', 'ui/ux']",S1,kontrak/temporer
PT GITS Indonesia,Android Developer (Project Based),Mobile Developer,Jakarta Pusat,,"['android', 'java', 'kotlin', 'ui/ux']",S1,kontrak/temporer
PT Mid Solusi Nusantara (MEKARI),Marketing Analytics Specialist,Data / AI,Jakarta Raya,,"['sql', 'tableau']",Tidak Disebutkan,full time
PT Intikom Berlian Mustika,Lowongan Kerja Senior Application Support For Mobile Application Shield,Mobile Developer,Jakarta Raya,,"['android', 'aws', 'azure', 'c', 'ios', 'java', 'jira', 'kotlin', 'linux', 'swift', 'tcp/ip']",S1,kontrak/temporer
PT. Berca Hardayaperkasa,IT Project Coordinator (Mandarin),Other,Jakarta Raya,,['networking'],Tidak Disebutkan,full time
PT 360 TEKNOLOGI INDONESIA,SAP FICO,ERP / SAP / Odoo / Dynamics,Jakarta Raya,25000000.0,[],Diploma,full time
PT. Jaya Mas Mandiri Plus,Website Designer,Other,Surabaya,3750000.0,[],S1,full time
PT. NCS CONSULTANT INDONESIA,Big Data Platform Engineer,Data / AI,Jakarta Selatan,,"['big data', 'hadoop', 'kubernetes', 'linux', 'mysql', 'postgresql', 'spark']",S1,kontrak/temporer
PT JAYA AGUNG TEKNOLOGI,Senior Database Architect,Data / AI,Jakarta Utara,,"['aws', 'azure', 'mongodb', 'mysql', 'postgresql', 'python', 'redis', 'sql']",S1,full time
EY,Senior SOC (Tier 3) - Cyber Security Consultant,Security / Cybersecurity,Jakarta Raya,,['cybersecurity'],S1,full time
PT Aviana Sinar Abadi,Fullstack Developer,Fullstack Engineer,Jakarta Selatan,9750000.0,"['agile', 'android', 'git', 'java', 'javascript', 'react', 'scrum', 'sql']",Tidak Disebutkan,full time
PT Lingkar Niaga Solusindo,Project Management Intern,Other,Jakarta Raya,,[],Tidak Disebutkan,full time
Logiframe,Senior Sales (ERP Solutions),ERP / SAP / Odoo / Dynamics,Tangerang District,,['networking'],S1,full time
PT Nityo Infotech,SAP S/4HANA Implementation Manager,ERP / SAP / Odoo / Dynamics,Jakarta Pusat,32500000.0,"['agile', 'aws', 'azure', 'git', 'jenkins', 'jira']",S1,full time
PT. Posgym Digital Asia,Associate Product Specialist,Security / Cybersecurity,DI Yogyakarta,3750000.0,[],Tidak Disebutkan,kontrak/temporer
Cermati Fintech Group,Senior Software Engineer in Data,Data / AI,Jakarta Raya,,"['aws', 'big data', 'deep learning', 'git', 'hadoop', 'java', 'javascript', 'linux', 'machine learning', 'node.js', 'python', 'spark', 'tableau']",Tidak Disebutkan,full time
Cermati Fintech Group,Software Engineer In Test Automation Testing,QA / Tester,Jakarta Raya,,"['agile', 'android', 'git', 'java', 'javascript', 'jira', 'linux', 'python', 'ruby']",Tidak Disebutkan,full time
